timestamp,close
2026-01-02T09:00:00,100.0000
2026-01-02T10:00:00,100.5764
2026-01-02T11:00:00,101.1313
2026-01-02T12:00:00,101.6447
2026-01-02T13:00:00,102.0993
2026-01-02T14:00:00,102.4812
2026-01-02T15:00:00,102.7814
2026-01-02T16:00:00,102.9956
2026-01-02T17:00:00,103.1247
2026-01-02T18:00:00,103.1742
2026-01-02T19:00:00,103.1536
2026-01-02T20:00:00,103.0756
2026-01-02T21:00:00,102.9548
2026-01-02T22:00:00,102.8066
2026-01-02T23:00:00,102.6454
2026-01-03T00:00:00,102.4842
2026-01-03T01:00:00,102.3330
2026-01-03T02:00:00,102.1982
2026-01-03T03:00:00,102.0825
2026-01-03T04:00:00,101.9843
2026-01-03T05:00:00,101.8986
2026-01-03T06:00:00,101.8174
2026-01-03T07:00:00,101.7304
2026-01-03T08:00:00,101.6266
2026-01-03T09:00:00,101.4952
2026-01-03T10:00:00,101.3268
2026-01-03T11:00:00,101.1147
2026-01-03T12:00:00,100.8556
2026-01-03T13:00:00,100.5504
2026-01-03T14:00:00,100.2043
2026-01-03T15:00:00,99.8271
2026-01-03T16:00:00,99.4320
2026-01-03T17:00:00,99.0357
2026-01-03T18:00:00,98.6567
2026-01-03T19:00:00,98.3142
2026-01-03T20:00:00,98.0270
2026-01-03T21:00:00,97.8120
2026-01-03T22:00:00,97.6827
2026-01-03T23:00:00,97.6487
2026-01-04T00:00:00,97.7145
2026-01-04T01:00:00,97.8796
2026-01-04T02:00:00,98.1381
2026-01-04T03:00:00,98.4794
2026-01-04T04:00:00,98.8886
2026-01-04T05:00:00,99.3480
2026-01-04T06:00:00,99.8380
2026-01-04T07:00:00,100.3384
2026-01-04T08:00:00,100.8300
2026-01-04T09:00:00,101.2960
2026-01-04T10:00:00,101.7224
2026-01-04T11:00:00,102.0994
2026-01-04T12:00:00,102.4217
2026-01-04T13:00:00,102.6886
2026-01-04T14:00:00,102.9034
2026-01-04T15:00:00,103.0732
2026-01-04T16:00:00,103.2076
2026-01-04T17:00:00,103.3180
2026-01-04T18:00:00,103.4161
2026-01-04T19:00:00,103.5126
2026-01-04T20:00:00,103.6162
2026-01-04T21:00:00,103.7329
2026-01-04T22:00:00,103.8648
2026-01-04T23:00:00,104.0102
2026-01-05T00:00:00,104.1637
2026-01-05T01:00:00,104.3161
2026-01-05T02:00:00,104.4556
2026-01-05T03:00:00,104.5686
2026-01-05T04:00:00,104.6409
2026-01-05T05:00:00,104.6588
2026-01-05T06:00:00,104.6108
2026-01-05T07:00:00,104.4883
2026-01-05T08:00:00,104.2867
2026-01-05T09:00:00,104.0060
2026-01-05T10:00:00,103.6511
2026-01-05T11:00:00,103.2320
2026-01-05T12:00:00,102.7627
2026-01-05T13:00:00,102.2609
2026-01-05T14:00:00,101.7469
2026-01-05T15:00:00,101.2421
2026-01-05T16:00:00,100.7678
2026-01-05T17:00:00,100.3435
2026-01-05T18:00:00,99.9863
2026-01-05T19:00:00,99.7091
2026-01-05T20:00:00,99.5202
2026-01-05T21:00:00,99.4229
2026-01-05T22:00:00,99.4155
2026-01-05T23:00:00,99.4914
2026-01-06T00:00:00,99.6398
2026-01-06T01:00:00,99.8471
2026-01-06T02:00:00,100.0975
2026-01-06T03:00:00,100.3747
2026-01-06T04:00:00,100.6629
2026-01-06T05:00:00,100.9485
2026-01-06T06:00:00,101.2205
2026-01-06T07:00:00,101.4715
2026-01-06T08:00:00,101.6983
2026-01-06T09:00:00,101.9015
2026-01-06T10:00:00,102.0858
2026-01-06T11:00:00,102.2585
2026-01-06T12:00:00,102.4295
2026-01-06T13:00:00,102.6094
2026-01-06T14:00:00,102.8088
2026-01-06T15:00:00,103.0369
2026-01-06T16:00:00,103.3004
2026-01-06T17:00:00,103.6025
2026-01-06T18:00:00,103.9424
2026-01-06T19:00:00,104.3154
2026-01-06T20:00:00,104.7120
2026-01-06T21:00:00,105.1195
2026-01-06T22:00:00,105.5219
2026-01-06T23:00:00,105.9016
2026-01-07T00:00:00,106.2401
2026-01-07T01:00:00,106.5197
2026-01-07T02:00:00,106.7247
2026-01-07T03:00:00,106.8427
2026-01-07T04:00:00,106.8653
2026-01-07T05:00:00,106.7892
2026-01-07T06:00:00,106.6162
2026-01-07T07:00:00,106.3532
2026-01-07T08:00:00,106.0122
